Timestamp,Milliseconds,X,Y,Z,Profile,Activity
1/8/2020 19:24,1933,1.0935211,0.021530151,8.858231,AR,stairsu
1/8/2020 19:24,1945,0.119644165,-0.107681274,9.49472,AR,stairsu
1/8/2020 19:24,1954,-0.39720154,0.0765686,9.958923,AR,stairsu
1/8/2020 19:24,1963,-0.66760254,0.30867004,9.047256,AR,stairsu
1/8/2020 19:24,1973,-1.6630096,0.6795654,4.5702972,AR,stairsu
1/8/2020 19:24,1983,-3.6681976,1.2442627,6.1447754,AR,stairsu
1/8/2020 19:24,1994,-2.6321106,3.156128,11.85405,AR,stairsu
1/8/2020 19:24,2003,-2.567505,2.8043823,11.619553,AR,stairsu
1/8/2020 19:24,2013,-2.835495,2.5363922,10.7030945,AR,stairsu
1/8/2020 19:24,2024,-1.0480499,1.6414795,10.128815,AR,stairsu
1/8/2020 19:24,2033,-1.4404755,1.4787598,9.078369,AR,stairsu
1/8/2020 19:24,2043,-2.4957123,2.7541351,9.643082,AR,stairsu
1/8/2020 19:24,2054,-3.3882294,3.739975,11.188843,AR,stairsu
1/8/2020 19:24,2063,-3.9936218,3.694519,13.048065,AR,stairsu
1/8/2020 19:24,2073,-3.5653076,2.995819,14.663223,AR,stairsu
1/8/2020 19:24,2083,-3.0747833,2.5220337,15.081955,AR,stairsu
1/8/2020 19:24,2093,-1.8903351,2.526825,14.031509,AR,stairsu
1/8/2020 19:24,2104,-0.24406433,1.6342926,12.650848,AR,stairsu
1/8/2020 19:24,2113,-1.4620209,1.7706909,11.17688,AR,stairsu
1/8/2020 19:24,2123,-1.1078796,2.148758,10.322632,AR,stairsu
1/8/2020 19:24,2133,-2.0482635,2.6679993,8.752945,AR,stairsu
1/8/2020 19:24,2143,-2.5005035,3.7543335,8.729019,AR,stairsu
1/8/2020 19:24,2154,-3.6011963,4.6588287,8.453842,AR,stairsu
1/8/2020 19:24,2163,-3.122635,5.469986,8.238495,AR,stairsu
1/8/2020 19:24,2173,-3.5485535,4.845459,7.326828,AR,stairsu
1/8/2020 19:24,2183,-1.9740753,3.110672,7.7120667,AR,stairsu
1/8/2020 19:24,2194,-1.3304138,1.6630096,8.415558,AR,stairsu
1/8/2020 19:24,2203,-1.0121613,1.529007,9.044876,AR,stairsu
