Timestamp,Milliseconds,X,Y,Z
2020-01-08 17:09:25,1,-0.08016968,0.059677124,-3.6621094E-4
2020-01-08 17:09:25,101,0.046875,-0.06858826,-0.090164185
2020-01-08 17:09:25,201,-0.042312622,-0.11868286,-0.12619019
2020-01-08 17:09:26,301,0.005935669,-0.06187439,-0.05166626
2020-01-08 17:09:26,402,-0.06123352,0.008972168,-0.03211975
2020-01-08 17:09:26,502,-0.0129852295,0.014480591,-0.021743774
2020-01-08 17:09:26,602,0.04748535,0.02607727,0.11264038
2020-01-08 17:09:26,701,-0.09727478,-0.15350342,0.08943176
2020-01-08 17:09:26,801,-0.3801117,-0.084472656,-0.2117157
2020-01-08 17:09:26,902,-0.4412079,0.16230774,0.39242554
2020-01-08 17:09:26,1001,-0.54626465,0.35107422,-0.25141907
2020-01-08 17:09:26,1102,0.42256165,-0.64463806,-0.10971069
2020-01-08 17:09:26,1201,-0.07772827,0.07678223,-0.3094635
2020-01-08 17:09:27,1301,-0.15409851,-0.6159363,-0.14453125
2020-01-08 17:09:27,1402,0.39079285,0.21240234,-0.1933899
2020-01-08 17:09:27,1501,0.2967224,-0.41496277,-0.78227234
2020-01-08 17:09:27,1601,-0.15592957,-0.48153687,-0.2422638
2020-01-08 17:09:27,1702,0.23869324,0.45552063,-0.10542297
2020-01-08 17:09:27,1802,0.11102295,0.59358215,0.07598877
2020-01-08 17:09:27,1901,4.5776367E-4,-0.39479065,0.061935425
2020-01-08 17:09:27,2001,-0.21456909,-0.85417175,-0.15673828
2020-01-08 17:09:27,2101,0.033432007,0.09083557,0.054611206
2020-01-08 17:09:27,2201,0.033432007,0.10916138,0.0057525635
2020-01-08 17:09:28,2302,-0.019088745,0.2301178,0.0027008057
2020-01-08 17:09:28,2401,-0.0368042,-0.10523987,-0.013793945
2020-01-08 17:09:28,2501,0.16537476,0.02180481,-0.058395386
2020-01-08 17:09:28,2601,0.117126465,0.17453003,-0.101760864
2020-01-08 17:09:28,2701,0.004119873,0.032196045,-0.018081665
2020-01-08 17:09:28,2802,-0.0074768066,0.024856567,0.0045166016
2020-01-08 17:09:28,2901,0.024887085,0.031585693,2.593994E-4
2020-01-08 17:09:28,3001,-0.014205933,0.027923584,8.544922E-4
2020-01-08 17:09:28,3101,-0.0013885498,0.023635864,0.026519775
2020-01-08 17:09:28,3202,-0.015426636,0.001663208,0.00819397
2020-01-08 17:09:29,3301,-0.0013885498,0.008972168,-0.0015869141
2020-01-08 17:09:29,3401,-0.039855957,0.04258728,-0.005859375
2020-01-08 17:09:29,3502,0.023666382,0.010818481,-0.0015869141
2020-01-08 17:09:29,3601,0.01449585,-0.028884888,0.007583618
2020-01-08 17:09:29,3703,-0.095458984,-0.07347107,-0.014404297
2020-01-08 17:09:29,3801,-0.028869629,-0.0337677,0.008804321
2020-01-08 17:09:29,3902,-0.0129852295,-0.038650513,0.003921509
2020-01-08 17:09:29,4001,0.019378662,-0.0032196045,0.003921509
2020-01-08 17:09:29,4102,0.009002686,-0.011779785,0.003921509
2020-01-08 17:09:29,4202,-0.016647339,0.001663208,-0.004638672
2020-01-08 17:09:30,4301,-0.018478394,-0.01727295,0.0057525635
2020-01-08 17:09:30,4401,0.0065612793,-0.17427063,0.027740479
2020-01-08 17:09:30,4502,-0.016036987,-0.35264587,0.047286987
2020-01-08 17:09:30,4602,0.09024048,-0.07531738,-0.007080078
2020-01-08 17:09:30,4701,-0.014205933,-0.030715942,0.003921509
2020-01-08 17:09:30,4801,-0.016647339,-0.04660034,0.008804321
2020-01-08 17:09:30,4903,-0.056350708,0.02607727,-0.0107421875
2020-01-08 17:09:30,5001,0.028549194,4.4250488E-4,-0.041290283
2020-01-08 17:09:30,5101,0.023040771,0.07006836,-0.049835205
2020-01-08 17:09:30,5201,-0.034973145,0.17391968,-0.05595398
2020-01-08 17:09:31,5301,0.121398926,0.20996094,-0.12130737
2020-01-08 17:09:31,5401,0.04260254,0.25942993,-0.24716187
2020-01-08 17:09:31,5501,0.16233826,0.2447815,-0.22698975
2020-01-08 17:09:31,5601,0.12261963,0.5526581,-0.600235
2020-01-08 17:09:31,5701,0.15682983,0.33029175,-0.45729065
2020-01-08 17:09:31,5802,0.14460754,0.059677124,-0.19950867
2020-01-08 17:09:31,5901,0.032821655,-0.0099487305,-0.010131836
2020-01-08 17:09:31,6001,-0.027023315,-0.1308899,0.11752319
2020-01-08 17:09:31,6101,-0.1027832,-0.050872803,0.06071472
2020-01-08 17:09:31,6201,0.012664795,-0.060653687,0.06866455
2020-01-08 17:09:32,6301,-0.0129852295,0.0028686523,-3.6621094E-4
2020-01-08 17:09:32,6401,0.005935669,-0.014831543,-0.0021972656
2020-01-08 17:09:32,6502,0.015106201,-0.01727295,-0.004638672
2020-01-08 17:09:32,6601,0.009613037,0.001663208,-0.014404297
2020-01-08 17:09:32,6702,0.17759705,0.22094727,-0.21844482
2020-01-08 17:09:32,6801,0.33337402,0.42193604,-0.6857605
2020-01-08 17:09:32,6901,0.45492554,0.17636108,-0.6460571
2020-01-08 17:09:32,7002,0.23928833,0.20262146,-0.08282471
2020-01-08 17:09:32,7102,-0.13821411,-0.028884888,0.0032958984
2020-01-08 17:09:32,7201,-0.41004944,-0.5731659,0.4345703
2020-01-08 17:09:33,7301,-0.5303955,-0.6831207,0.6691437
2020-01-08 17:09:33,7401,-0.3318634,-0.1797638,0.66548157
2020-01-08 17:09:33,7502,-0.09422302,-0.040496826,0.50909424
2020-01-08 17:09:33,7601,0.012054443,0.30770874,0.44496155
2020-01-08 17:09:33,7702,0.28511047,0.23561096,0.1334076
2020-01-08 17:09:33,7801,-0.021530151,-0.03742981,0.009414673
2020-01-08 17:09:33,7901,-0.1999054,-0.20237732,0.23176575
2020-01-08 17:09:33,8001,0.016937256,-0.063705444,-0.050445557
2020-01-08 17:09:33,8101,0.25212097,0.12626648,0.06010437
2020-01-08 17:09:33,8201,0.21914673,0.05357361,0.061935425
2020-01-08 17:09:34,8301,-0.027648926,-0.25245667,0.027114868
2020-01-08 17:09:34,8401,-0.06062317,-0.408844,0.012466431
2020-01-08 17:09:34,8501,0.020004272,3.015686,-0.21598816
2020-01-08 17:09:34,8602,0.27105713,0.51112366,0.17677307
2020-01-08 17:09:34,8701,-0.2988739,-0.5469055,-0.2960205
2020-01-08 17:09:34,8801,0.22769165,0.42559814,0.12364197
2020-01-08 17:09:34,8901,-0.29948425,-0.77659607,-0.13414001
2020-01-08 17:09:34,9002,0.29916382,-0.34776306,0.09553528
2020-01-08 17:09:34,9101,0.2783966,0.2154541,0.054000854
2020-01-08 17:09:34,9201,0.25457764,0.43719482,0.06376648
2020-01-08 17:09:35,9301,0.05419922,-0.05821228,0.034454346
2020-01-08 17:09:35,9401,-0.07711792,-0.100357056,-0.0107421875
2020-01-08 17:09:35,9502,-0.10522461,-0.20481873,-0.034576416
2020-01-08 17:09:35,9601,-0.06613159,-0.020324707,-0.049835205
2020-01-08 17:09:35,9702,0.08413696,0.0022735596,-0.19584656
2020-01-08 17:09:35,9802,0.07925415,0.29304504,-0.3400116
2020-01-08 17:09:35,9901,0.1794281,0.16719055,-0.1451416
2020-01-08 17:09:35,10001,0.056030273,0.22706604,-0.038848877
2020-01-08 17:09:35,10102,0.068862915,0.060287476,0.03994751
2020-01-08 17:09:35,10201,-0.047195435,-0.1162262,0.042999268
2020-01-08 17:09:36,10301,-0.025802612,-0.031326294,0.02468872
2020-01-08 17:09:36,10402,-0.0129852295,0.0010375977,0.006362915
2020-01-08 17:09:36,10501,0.037704468,0.011428833,0.027740479
2020-01-08 17:09:36,10601,0.011444092,0.004714966,0.003921509
2020-01-08 17:09:36,10701,0.026107788,-0.02217102,0.010025024
2020-01-08 17:09:36,10801,-0.0019836426,-0.03315735,0.05583191
2020-01-08 17:09:36,10901,-0.063079834,-0.15228271,0.12669373
2020-01-08 17:09:36,11001,-0.079574585,-0.11074829,0.069885254
2020-01-08 17:09:36,11102,-7.6293945E-4,-0.013000488,-0.013183594
2020-01-08 17:09:36,11201,0.13911438,0.10733032,-0.08343506
2020-01-08 17:09:37,11301,0.13728333,0.3981018,-0.2581482
2020-01-08 17:09:37,11401,0.42378235,0.64123535,-0.37542725
2020-01-08 17:09:37,11501,0.07437134,0.1800232,-0.037017822
2020-01-08 17:09:37,11601,0.5435028,0.8959656,-0.44873047
2020-01-08 17:09:37,11701,-0.035583496,0.14093018,0.0045166016
2020-01-08 17:09:37,11801,-0.21762085,-0.43450928,0.09248352
2020-01-08 17:09:37,11901,-0.9708252,-1.3379669,0.51704407
2020-01-08 17:09:37,12002,-0.40270996,-0.5866089,0.5549164
2020-01-08 17:09:37,12101,-0.058181763,-0.35020447,0.41685486
2020-01-08 17:09:37,12201,-0.30070496,-0.54444885,0.33195496
2020-01-08 17:09:38,12301,-0.023361206,0.13848877,0.055221558
2020-01-08 17:09:38,12401,0.076812744,0.24905396,-0.015625
2020-01-08 17:09:38,12502,0.13545227,0.33396912,-0.1933899
2020-01-08 17:09:38,12601,0.08779907,-0.0056610107,-0.15612793
2020-01-08 17:09:38,12701,-0.21212769,-0.30010986,0.08821106
2020-01-08 17:09:38,12801,-0.04475403,-0.1632843,0.08270264
2020-01-08 17:09:38,12902,-0.00932312,0.0034942627,-0.013793945
2020-01-08 17:09:38,13001,0.01083374,-0.012390137,-0.016845703
2020-01-08 17:09:38,13101,-0.022766113,-0.008117676,-0.013183594
2020-01-08 17:09:38,13202,-0.0019836426,0.004714966,-3.6621094E-4
2020-01-08 17:09:39,13301,-0.018478394,0.020584106,0.010635376
2020-01-08 17:09:39,13401,-0.034362793,0.023040771,-0.0015869141
2020-01-08 17:09:39,13501,0.04260254,0.0053100586,0.0155181885
