,Date_time,X,Y,Z,Profile,Activity,ts
154,2020-01-07 13:33:34.721,0.038193,-0.819794,-0.569809,MG,standing,1578404014
155,2020-01-07 13:33:34.821,0.039993,-0.8199770000000001,-0.56601,MG,standing,1578404014
156,2020-01-07 13:33:34.921,0.042236,-0.8205870000000001,-0.568405,MG,standing,1578404014
157,2020-01-07 13:33:35.021,0.042542,-0.82373,-0.570267,MG,standing,1578404015
158,2020-01-07 13:33:35.121,0.040207,-0.8228,-0.571228,MG,standing,1578404015
159,2020-01-07 13:33:35.222,0.041931,-0.8212430000000001,-0.569458,MG,standing,1578404015
160,2020-01-07 13:33:35.322,0.039169,-0.82135,-0.56871,MG,standing,1578404015
161,2020-01-07 13:33:35.422,0.04155,-0.819839,-0.573975,MG,standing,1578404015
162,2020-01-07 13:33:35.522,0.040741,-0.819153,-0.569,MG,standing,1578404015
163,2020-01-07 13:33:35.622,0.041336000000000005,-0.8211360000000001,-0.571671,MG,standing,1578404015
164,2020-01-07 13:33:35.723,0.040131,-0.8192290000000001,-0.5690310000000001,MG,standing,1578404015
165,2020-01-07 13:33:35.823,0.041076999999999995,-0.822159,-0.571762,MG,standing,1578404015
166,2020-01-07 13:33:35.923,0.039413,-0.8193360000000001,-0.5687409999999999,MG,standing,1578404015
167,2020-01-07 13:33:36.023,0.039474,-0.817245,-0.5697939999999999,MG,standing,1578404016
168,2020-01-07 13:33:36.124,0.039626999999999996,-0.819443,-0.57338,MG,standing,1578404016
169,2020-01-07 13:33:36.224,0.03923,-0.817184,-0.574142,MG,standing,1578404016
170,2020-01-07 13:33:36.324,0.038727,-0.8161010000000001,-0.564392,MG,standing,1578404016
171,2020-01-07 13:33:36.424,0.04361,-0.819733,-0.573929,MG,standing,1578404016
172,2020-01-07 13:33:36.524,0.043106,-0.81958,-0.5766600000000001,MG,standing,1578404016
173,2020-01-07 13:33:36.625,0.042648,-0.819916,-0.572708,MG,standing,1578404016
174,2020-01-07 13:33:36.725,0.041489,-0.820023,-0.576263,MG,standing,1578404016
175,2020-01-07 13:33:36.825,0.041656,-0.8181149999999999,-0.568954,MG,standing,1578404016
176,2020-01-07 13:33:36.925,0.042480000000000004,-0.818909,-0.572159,MG,standing,1578404016
177,2020-01-07 13:33:37.025,0.043289,-0.8198549999999999,-0.5706479999999999,MG,standing,1578404017
178,2020-01-07 13:33:37.126,0.042099,-0.8203280000000001,-0.575317,MG,standing,1578404017
179,2020-01-07 13:33:37.226,0.04245,-0.820724,-0.5709989999999999,MG,standing,1578404017
180,2020-01-07 13:33:37.326,0.042572000000000006,-0.818695,-0.573334,MG,standing,1578404017
181,2020-01-07 13:33:37.426,0.04303,-0.821457,-0.572937,MG,standing,1578404017
182,2020-01-07 13:33:37.526,0.043838999999999996,-0.821548,-0.570282,MG,standing,1578404017
183,2020-01-07 13:33:37.626,0.041367,-0.819717,-0.569992,MG,standing,1578404017
184,2020-01-07 13:33:37.727,0.043914999999999996,-0.819519,-0.573944,MG,standing,1578404017
185,2020-01-07 13:33:37.827,0.044495,-0.8196260000000001,-0.572601,MG,standing,1578404017
186,2020-01-07 13:33:37.927,0.042114,-0.819092,-0.573196,MG,standing,1578404017
187,2020-01-07 13:33:38.027,0.042801,-0.819,-0.572281,MG,standing,1578404018
188,2020-01-07 13:33:38.128,0.042007,-0.818314,-0.568588,MG,standing,1578404018
189,2020-01-07 13:33:38.228,0.045883,-0.818756,-0.57576,MG,standing,1578404018
190,2020-01-07 13:33:38.328,0.044388,-0.818481,-0.57428,MG,standing,1578404018
191,2020-01-07 13:33:38.428,0.04187,-0.8189390000000001,-0.57486,MG,standing,1578404018
192,2020-01-07 13:33:38.528,0.041977,-0.816086,-0.5726319999999999,MG,standing,1578404018
193,2020-01-07 13:33:38.629,0.043869,-0.8189850000000001,-0.5754239999999999,MG,standing,1578404018
194,2020-01-07 13:33:38.729,0.04335,-0.817749,-0.574295,MG,standing,1578404018
195,2020-01-07 13:33:38.829,0.041443,-0.8171689999999999,-0.5740970000000001,MG,standing,1578404018
196,2020-01-07 13:33:38.929,0.041977,-0.8163600000000001,-0.57196,MG,standing,1578404018
197,2020-01-07 13:33:39.030,0.040985,-0.8189850000000001,-0.572372,MG,standing,1578404019
198,2020-01-07 13:33:39.130,0.044327,-0.818329,-0.5750270000000001,MG,standing,1578404019
199,2020-01-07 13:33:39.230,0.042083999999999996,-0.818146,-0.574142,MG,standing,1578404019
200,2020-01-07 13:33:39.330,0.042374,-0.817276,-0.575333,MG,standing,1578404019
201,2020-01-07 13:33:39.430,0.042587,-0.818268,-0.571976,MG,standing,1578404019
202,2020-01-07 13:33:39.530,0.040421,-0.81781,-0.570908,MG,standing,1578404019
203,2020-01-07 13:33:39.631,0.042464999999999996,-0.81955,-0.5744779999999999,MG,standing,1578404019
204,2020-01-07 13:33:39.731,0.044083,-0.8206479999999999,-0.575745,MG,standing,1578404019
205,2020-01-07 13:33:39.831,0.042297,-0.819519,-0.5725859999999999,MG,standing,1578404019
206,2020-01-07 13:33:39.931,0.043182,-0.819077,-0.572617,MG,standing,1578404019
207,2020-01-07 13:33:40.032,0.041718,-0.820068,-0.576675,MG,standing,1578404020
208,2020-01-07 13:33:40.132,0.042908,-0.819839,-0.57428,MG,standing,1578404020
