time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
16.603518,0.000528,0.009598,-0.004762
16.643506,-0.010422,0.004786,-0.001187
16.673497,0.001827,0.005828,0.006482
16.703489,-0.013632,0.001962,0.001286
16.743477,0.023091,0.009031,0.000905
16.773469,0.014893,-0.002232,0.005871
16.803460,0.009344,-0.011889,0.006588
16.843448,0.013395,0.000670,0.009977
16.873440,-0.013933,0.002819,-0.000726
16.903431,0.001297,-0.019318,-0.022185
16.943423,0.015812,0.012981,-0.015077
16.973414,0.015833,0.008382,0.012089
17.003405,0.007434,-0.021407,0.019163
17.043394,0.013822,0.015854,0.008430
17.073385,0.034679,0.010229,0.003039
17.103377,0.042154,-0.019594,0.028064
17.143365,-0.003340,-0.032015,0.028094
17.173356,0.003216,0.020877,0.007349
17.203348,-0.005973,0.036910,-0.005775
17.243336,0.004895,-0.010199,0.002805
17.273328,-0.001508,0.000011,0.008929
17.303319,0.000124,0.007103,0.002637
17.343307,0.013484,0.012409,0.002296
17.373299,0.006182,-0.003760,-0.002302
17.403290,0.022781,-0.006354,0.000361
17.443279,0.018415,-0.012357,0.001881
17.473270,0.031245,-0.006633,0.014913
17.503261,0.032647,-0.020814,0.018333
17.543250,0.012226,0.000131,0.018733
17.573241,-0.006690,0.019623,0.008865
17.603233,-0.000233,0.019298,-0.000991
17.643221,0.004222,0.010646,0.014095
17.673212,0.009812,-0.000734,0.008225
17.703204,-0.001275,0.000596,0.005035
17.743192,0.001602,0.011438,-0.003957
17.773184,0.000296,-0.006227,-0.003243
17.803175,0.004742,-0.000292,0.008599
17.843163,0.010237,-0.000806,0.008594
17.873155,0.003649,0.003630,0.017167
17.903146,-0.003255,-0.007721,0.019661
17.943132,0.000476,0.006148,0.014085
17.973123,0.012654,0.019359,-0.000569
18.003114,0.002893,0.011672,-0.006466
18.043103,-0.000285,0.000952,0.007639
18.073094,-0.007056,-0.006114,0.017037
18.103086,0.002450,0.008824,0.009084
18.143074,0.013728,0.003774,-0.004992
18.173065,0.007004,-0.021719,0.007248
18.203057,0.002841,-0.015342,0.006301
18.243045,0.027517,0.007222,-0.017648
18.273037,0.012347,-0.000225,-0.012810
18.303028,-0.003325,-0.010005,-0.000811
18.343016,0.016678,0.004642,0.002007
18.373008,0.034337,0.004562,0.019794
18.402999,-0.003739,-0.015197,0.012543
18.442988,0.014401,0.009932,0.022793
18.472979,0.002856,0.024020,-0.004717
18.502970,-0.005422,0.016242,-0.005016
18.542959,-0.006799,0.006662,-0.000969
18.572950,0.013311,-0.014037,0.006269
18.602942,0.003447,-0.016708,0.008564
18.642930,0.019916,0.003303,0.002970
18.672921,0.026999,-0.007983,0.006915
18.702913,0.000516,-0.020695,0.010926
18.742901,0.013149,0.002936,0.009242
18.772893,0.013573,0.017303,0.006780
18.802884,-0.024395,0.004035,-0.000304
18.842872,-0.001507,0.003317,-0.007466
18.872864,0.018125,0.002608,-0.006088
18.902855,-0.000632,-0.001590,-0.005247
18.942847,-0.017127,0.025460,0.001181
18.972838,0.014519,0.013748,0.012044
19.002829,0.017937,-0.002620,0.026363
19.042818,0.006180,-0.002047,0.015709
19.072809,0.020444,-0.000822,0.004397
19.102801,0.015556,-0.009398,0.001269
19.142789,-0.000937,-0.003706,-0.000310
19.172780,0.008861,0.006811,0.000078
19.202772,0.010989,-0.001111,0.004030
19.242760,0.021300,-0.010155,0.003942
19.272752,0.027012,-0.019056,0.014354
19.312740,0.005689,-0.004827,0.022838
19.342732,-0.007220,0.028463,0.017974
19.372723,-0.006311,0.022419,0.001064
19.402714,0.000824,0.009255,0.003768
19.442703,-0.010511,0.007530,-0.011366
19.472694,0.017122,0.006083,-0.004451
19.512683,-0.000032,-0.008564,0.001295
19.542674,0.011237,-0.009019,0.011220
19.572665,0.030895,-0.013761,0.004424
19.602657,0.017568,-0.019100,0.004984
19.642645,0.012798,0.000908,0.014600
19.672637,0.006644,0.010586,0.012625
19.702628,0.001210,0.008863,0.011105
19.742616,-0.004049,0.014117,-0.001326
19.772608,-0.018058,0.022688,-0.006290
19.802599,-0.000365,0.018668,-0.003888
19.842588,-0.003905,-0.003026,0.012261
19.872579,-0.000784,-0.013616,0.011690
19.902570,0.035882,-0.001963,0.007903
19.942556,0.013713,0.007356,0.006785
19.972547,0.006978,-0.004649,0.012276
20.002539,0.013053,-0.016104,0.014805
20.046278,0.001901,0.002748,0.003214
20.086267,0.017968,0.008315,-0.002190
20.116258,-0.012513,-0.005298,0.002072
20.146249,-0.033458,0.019902,0.008135
20.186238,0.003818,0.005473,0.010380
20.216229,-0.005433,-0.024036,0.014370
20.246221,0.014705,-0.015350,0.007021
20.286209,0.039623,0.003280,-0.002751
20.316200,0.019454,-0.005962,0.010477
20.346192,-0.003366,-0.000970,0.029658
20.386180,0.020430,0.012568,0.024430
20.416172,0.018771,0.003392,0.035235
20.446163,0.005903,-0.005619,0.026053
20.486152,0.035461,0.034274,-0.004332
20.516143,0.109466,0.055722,-0.025233
20.546134,0.070198,-0.003095,-0.008304
20.576123,0.022970,-0.020017,0.029505
20.606115,0.009562,-0.005519,0.010284
20.636106,0.029595,0.017585,0.013917
20.676095,0.001985,0.015812,0.015106
20.706086,0.004611,0.000121,0.010476
20.736077,-0.001522,-0.009151,0.005198
20.776066,-0.009168,0.006380,0.007430
20.806057,0.006805,-0.011538,-0.002592
20.836049,0.014340,-0.017510,0.000406
20.876037,0.015049,-0.008703,0.008892
20.906028,0.013433,-0.011673,0.016934
20.936019,0.011780,-0.011381,0.014649
20.976007,0.032240,-0.010008,-0.008004
21.005999,0.028080,-0.001494,-0.003380
21.045987,0.012109,-0.002105,0.005033
21.075978,0.010231,0.013181,0.001207
21.105970,-0.003507,0.031352,-0.004829
21.135961,-0.022184,0.036323,-0.006183
21.175950,-0.010443,0.026203,0.012114
21.205941,-0.003659,0.011763,0.000705
21.235932,0.008918,0.022262,-0.003808
21.275921,0.016100,0.007583,-0.009083
21.305912,0.006055,0.006860,-0.003915
21.335904,-0.019144,0.007442,0.006321
21.375892,-0.018342,-0.015290,0.014032
21.405884,-0.009780,0.026095,0.005878
21.435875,-0.038933,0.048112,-0.006467
21.475863,-0.021764,0.021377,-0.020626
21.505855,0.013557,0.007801,-0.009336
21.545843,0.014850,-0.005795,0.001553
21.575835,0.007029,0.007882,0.018711
21.605826,0.032288,0.004555,0.019741
21.645814,0.001001,-0.002440,0.010493
