time_tick,acc_X_value,acc_Y_value,acc_Z_value
8.236285,0.346573,-0.935867,-9.733525
8.269661,0.346573,-0.948138,-9.751333
8.302964,0.345675,-0.934221,-9.755373
8.336282,0.347022,-0.935717,-9.729635
8.369588,0.342084,-0.937064,-9.735471
8.402941,0.354354,-0.937812,-9.742354
8.436281,0.344029,-0.937363,-9.748190
8.469594,0.338792,-0.939758,-9.744749
8.502938,0.351811,-0.939159,-9.750734
8.536271,0.344029,-0.938710,-9.736069
8.569654,0.348069,-0.947240,-9.739062
8.602952,0.355103,-0.947539,-9.745946
8.636332,0.344478,-0.939758,-9.742953
8.669610,0.339839,-0.942601,-9.751183
8.702917,0.349117,-0.943499,-9.736369
8.736272,0.345226,-0.941553,-9.740409
8.769597,0.345226,-0.941254,-9.734723
8.802909,0.337894,-0.945893,-9.733525
8.836278,0.346872,-0.933622,-9.747442
8.869596,0.351960,-0.944397,-9.742654
8.902925,0.345077,-0.940057,-9.737715
8.935580,0.340438,-0.948587,-9.741157
8.968816,0.345226,-0.938710,-9.740110
9.002992,0.345526,-0.939309,-9.743252
9.036351,0.346274,-0.944846,-9.737117
9.069639,0.347621,-0.939608,-9.737267
9.102929,0.339390,-0.942302,-9.734274
9.136319,0.339989,-0.944546,-9.734423
9.170227,0.348518,-0.941254,-9.729934
9.202928,0.345526,-0.939159,-9.733226
9.236344,0.344777,-0.943648,-9.737267
9.270132,0.348219,-0.940356,-9.740858
9.302926,0.343730,-0.939458,-9.729784
9.336336,0.358245,-0.942451,-9.741905
9.370058,0.345974,-0.943199,-9.751034
9.403053,0.340887,-0.939309,-9.739661
9.436325,0.347471,-0.942302,-9.742803
9.469957,0.342233,-0.941853,-9.740259
9.502988,0.349267,-0.933922,-9.735022
9.536335,0.346872,-0.939608,-9.747293
9.570016,0.333554,-0.937962,-9.729186
9.602994,0.348668,-0.939907,-9.742055
9.636312,0.344179,-0.943499,-9.744898
9.670103,0.340438,-0.935119,-9.734274
9.702996,0.345675,-0.947389,-9.746095
9.736346,0.335499,-0.942451,-9.741457
9.770003,0.340288,-0.943349,-9.743552
9.802994,0.340587,-0.940656,-9.748939
9.836345,0.347471,-0.938860,-9.730533
9.869960,0.350763,-0.945294,-9.739810
9.902990,0.346124,-0.939009,-9.741905
9.936346,0.349566,-0.941553,-9.733376
9.969817,0.345526,-0.941104,-9.738015
10.002993,0.338043,-0.942900,-9.740409
10.036312,0.341635,-0.947689,-9.744300
10.069836,0.345526,-0.947689,-9.740858
10.102999,0.334003,-0.940955,-9.740110
10.136350,0.337894,-0.940805,-9.748041
10.169893,0.344328,-0.938411,-9.740858
10.202999,0.342982,-0.940356,-9.749238
10.236279,0.345825,-0.937214,-9.725445
10.269595,0.354205,-0.942451,-9.739362
10.302997,0.343730,-0.940207,-9.743851
10.336276,0.339540,-0.939458,-9.750136
10.370107,0.351960,-0.948736,-9.736069
10.402932,0.345675,-0.946641,-9.738913
10.436334,0.345675,-0.932724,-9.747742
10.470139,0.350164,-0.938411,-9.737267
10.502990,0.347920,-0.941553,-9.736369
10.536351,0.347172,-0.938112,-9.733376
10.569610,0.346872,-0.942451,-9.736668
10.602931,0.355851,-0.944846,-9.741008
10.636345,0.354953,-0.928534,-9.734872
10.670143,0.350613,-0.948736,-9.734124
10.702994,0.345226,-0.940506,-9.738763
10.736320,0.342233,-0.936914,-9.739212
10.769936,0.346573,-0.930629,-9.743252
10.802985,0.348518,-0.938561,-9.740559
10.836350,0.356449,-0.939458,-9.739960
10.870161,0.355851,-0.934071,-9.745946
10.902926,0.347172,-0.944247,-9.735920
10.936344,0.339390,-0.937962,-9.742654
10.969875,0.354953,-0.945145,-9.745347
11.003027,0.342982,-0.941703,-9.729186
11.036335,0.350015,-0.935717,-9.734723
11.069730,0.356898,-0.945145,-9.738763
11.103000,0.345526,-0.936017,-9.737566
11.136350,0.346274,-0.938261,-9.728438
11.169637,0.341336,-0.938561,-9.735321
11.203005,0.342383,-0.933772,-9.745796
11.236245,0.347621,-0.936914,-9.749986
11.269454,0.348967,-0.931827,-9.742205
11.303007,0.340438,-0.945893,-9.736518
11.336181,0.338941,-0.944546,-9.743103
11.369878,0.343580,-0.942900,-9.749238
11.402628,0.344029,-0.935867,-9.738015
11.436370,0.353457,-0.939758,-9.742055
11.469547,0.344179,-0.936017,-9.728887
11.502897,0.349267,-0.947539,-9.737267
11.536279,0.349267,-0.936615,-9.738613
11.569889,0.353606,-0.935568,-9.743552
11.602928,0.353307,-0.940356,-9.749088
11.636310,0.339839,-0.943648,-9.738613
11.669666,0.342383,-0.945893,-9.744749
11.702921,0.350314,-0.940805,-9.751632
11.736305,0.353307,-0.947988,-9.748340
11.769841,0.351062,-0.944097,-9.744749
11.802910,0.337445,-0.947988,-9.740259
11.836309,0.344029,-0.937812,-9.741905
11.869738,0.349117,-0.947838,-9.751183
11.902948,0.336098,-0.934520,-9.745347
11.936350,0.341186,-0.939458,-9.747891
11.969823,0.334153,-0.944846,-9.736069
12.003022,0.336248,-0.942002,-9.741307
12.036283,0.351212,-0.944546,-9.747592
12.069589,0.347621,-0.944097,-9.739362
12.102955,0.343131,-0.943948,-9.733825
12.136272,0.339540,-0.940207,-9.746245
12.169573,0.344927,-0.947988,-9.743701
12.202976,0.346423,-0.938112,-9.747143
12.235746,0.338193,-0.936914,-9.737416
12.269608,0.341186,-0.938860,-9.743103
12.302948,0.345226,-0.936466,-9.733974
12.336277,0.350763,-0.939009,-9.745347
12.369591,0.343879,-0.933922,-9.739362
12.402982,0.352259,-0.947090,-9.733675
12.436347,0.341934,-0.939309,-9.744300
12.469582,0.347022,-0.937513,-9.746544
12.502999,0.342533,-0.945145,-9.738763
12.536344,0.342682,-0.943798,-9.741606
12.569622,0.352559,-0.943798,-9.741457
12.603039,0.344628,-0.938710,-9.741756
12.635500,0.343730,-0.946791,-9.742205
12.669610,0.340737,-0.938561,-9.728587
12.702976,0.343431,-0.940057,-9.738314
12.736316,0.345675,-0.944247,-9.754625
12.769598,0.341186,-0.944546,-9.739960
12.802179,0.343431,-0.939009,-9.741157
12.836282,0.337445,-0.938860,-9.740708
12.869595,0.351511,-0.944846,-9.747143
12.903027,0.341934,-0.933922,-9.743552
12.936289,0.341336,-0.949335,-9.746694
12.969601,0.345974,-0.940506,-9.749537
13.003018,0.341635,-0.939309,-9.742055
13.036273,0.348518,-0.936466,-9.742205
13.069656,0.353008,-0.946492,-9.741008
13.102881,0.339390,-0.942601,-9.738015
13.136276,0.348219,-0.937962,-9.742504
13.168718,0.351362,-0.940656,-9.741905
13.202945,0.342383,-0.939309,-9.739810
13.235740,0.357647,-0.938411,-9.739062
13.269058,0.349416,-0.936615,-9.745647
13.302953,0.344927,-0.941404,-9.742803
13.335656,0.347022,-0.944097,-9.740858
13.369593,0.341485,-0.945743,-9.741756
13.403015,0.349267,-0.944546,-9.744898
13.436310,0.347172,-0.935717,-9.744749
13.469597,0.350015,-0.941703,-9.742055
13.502973,0.348219,-0.941254,-9.740110
13.536347,0.348818,-0.940955,-9.739511
13.569593,0.344628,-0.936166,-9.736967
13.602967,0.340288,-0.933922,-9.726642
13.636281,0.343131,-0.938112,-9.752829
13.669591,0.353756,-0.940805,-9.739661
13.702988,0.346573,-0.937962,-9.744599
13.736340,0.342084,-0.939159,-9.738613
13.769590,0.346274,-0.944696,-9.735022
13.803046,0.347321,-0.929881,-9.746694
13.836290,0.353756,-0.937962,-9.739960
13.869467,0.343431,-0.935568,-9.737715
13.903002,0.353756,-0.934670,-9.739661
13.936285,0.357048,-0.939608,-9.738314
13.969588,0.344777,-0.937363,-9.742055
14.003065,0.348369,-0.938561,-9.742953
14.036277,0.345526,-0.942601,-9.731879
14.069592,0.352858,-0.940805,-9.746694
14.103006,0.348668,-0.940057,-9.742953
14.136324,0.336697,-0.949634,-9.729335
14.169627,0.345077,-0.944097,-9.742354
14.202981,0.348219,-0.938411,-9.736219
14.236277,0.345077,-0.940207,-9.735022
14.269589,0.349117,-0.944247,-9.738015
14.303011,0.342682,-0.944097,-9.744000
14.336276,0.346423,-0.940356,-9.738913
14.369593,0.354354,-0.932276,-9.746245
14.402974,0.342233,-0.936316,-9.737117
14.436274,0.342982,-0.934520,-9.735920
14.469595,0.351212,-0.944247,-9.747592
14.502972,0.354803,-0.939907,-9.740858
14.536275,0.349716,-0.948736,-9.740559
14.569597,0.345077,-0.947838,-9.738763
14.602979,0.344478,-0.940656,-9.745198
14.636276,0.347022,-0.940356,-9.747891
14.669598,0.349865,-0.937812,-9.745497
14.702979,0.347471,-0.939907,-9.736369
14.736338,0.345226,-0.950831,-9.743252
14.769633,0.351661,-0.942302,-9.745946
14.803021,0.347621,-0.941404,-9.737715
14.836329,0.352858,-0.944995,-9.738314
14.869632,0.336996,-0.944846,-9.749388
14.903015,0.346872,-0.939758,-9.743851
14.936397,0.340138,-0.949784,-9.744000
14.969596,0.339390,-0.950831,-9.735471
15.003048,0.341036,-0.940955,-9.741756
15.036272,0.348369,-0.938112,-9.735920
15.069622,0.348518,-0.934371,-9.741606
15.102965,0.348069,-0.947539,-9.732628
15.136280,0.340138,-0.953525,-9.745347
15.169594,0.341485,-0.942302,-9.736818
15.202990,0.338492,-0.947689,-9.751483
15.236276,0.347920,-0.947240,-9.737715
15.269603,0.337445,-0.943648,-9.739661
15.303006,0.342982,-0.943499,-9.738314
15.336280,0.346274,-0.944995,-9.747143
15.369593,0.343879,-0.946791,-9.739661
15.402998,0.332058,-0.943499,-9.735321
15.436278,0.347172,-0.942152,-9.738164
15.469604,0.356300,-0.944097,-9.750734
15.503005,0.345526,-0.944696,-9.750136
15.536278,0.347770,-0.937363,-9.737117
15.569591,0.349716,-0.943199,-9.736219
15.602940,0.342084,-0.945294,-9.753727
15.636281,0.345526,-0.936166,-9.755074
15.669595,0.348219,-0.940207,-9.747592
15.702944,0.353457,-0.939758,-9.756122
15.736288,0.351212,-0.944696,-9.739960
15.769593,0.354055,-0.946492,-9.741457
15.802937,0.348818,-0.946492,-9.735321
15.836143,0.342383,-0.951729,-9.737715
15.869587,0.351811,-0.934371,-9.736069
15.902941,0.347920,-0.944397,-9.747143
15.936001,0.336547,-0.933173,-9.736369
15.969268,0.342832,-0.944995,-9.738464
16.003009,0.347471,-0.941404,-9.741905
16.035745,0.345376,-0.941853,-9.746694
16.069641,0.345376,-0.942002,-9.753129
16.102965,0.349117,-0.943648,-9.754625
16.136274,0.343879,-0.941404,-9.745198
16.169642,0.350763,-0.936615,-9.740559
16.202986,0.341784,-0.939608,-9.740409
16.236349,0.349566,-0.946342,-9.745946
16.269685,0.354354,-0.937513,-9.747891
16.303013,0.344328,-0.933772,-9.729635
16.335583,0.349716,-0.947988,-9.742055
16.369304,0.350464,-0.932874,-9.736668
16.402952,0.349117,-0.940506,-9.746544
16.436279,0.348518,-0.933473,-9.745946
16.469590,0.345376,-0.937812,-9.746544
16.502966,0.345974,-0.939309,-9.748340
16.536315,0.353756,-0.942751,-9.739511
16.569672,0.350763,-0.931677,-9.743552
16.602936,0.347770,-0.937064,-9.736518
16.636349,0.351362,-0.939458,-9.734423
16.669634,0.358245,-0.937214,-9.742953
16.702932,0.350763,-0.944995,-9.737715
16.736357,0.347022,-0.936166,-9.748490
16.769686,0.354803,-0.943199,-9.733226
16.802939,0.341934,-0.940805,-9.746694
16.836357,0.343879,-0.938561,-9.740110
16.869619,0.358245,-0.931827,-9.738913
16.902927,0.347022,-0.936615,-9.742354
16.936348,0.346124,-0.944397,-9.740259
16.969688,0.344328,-0.940506,-9.744599
17.003002,0.352559,-0.937363,-9.743701
