time_tick,acc_X_value,acc_Y_value,acc_Z_value
18.366321,-0.316196,-6.757726,-7.110285
18.399652,-0.269657,-6.737374,-7.132731
18.433000,-0.247958,-6.770745,-7.075268
18.466360,-0.261426,-6.780771,-7.082451
18.499686,-0.283573,-6.818631,-7.026784
18.533004,-0.293749,-6.838832,-7.054169
18.566381,-0.303626,-6.779125,-7.101007
18.599633,-0.303925,-6.780322,-7.100259
18.632993,-0.309761,-6.782267,-7.095171
18.666405,-0.309611,-6.807258,-7.075567
18.699657,-0.346573,-6.831649,-7.012568
18.733015,-0.333704,-6.880283,-7.066290
18.766378,-0.324127,-6.767752,-6.983687
18.799733,-0.291953,-6.832098,-7.006582
18.833059,-0.276540,-6.826861,-7.046836
18.866357,-0.275792,-6.853497,-7.103551
18.899656,-0.319488,-6.765657,-7.053869
18.933071,-0.339689,-6.817583,-6.928319
18.966369,-0.331160,-6.819528,-6.926373
18.999649,-0.298687,-6.791096,-6.999399
19.033080,-0.290008,-6.790647,-6.998052
19.066353,-0.251999,-6.860082,-6.997155
19.099625,-0.221023,-6.830153,-7.054917
19.133006,-0.255141,-6.863074,-6.987577
19.166384,-0.311706,-6.806809,-7.043993
19.199646,-0.310808,-6.796783,-7.052223
19.233017,-0.296293,-6.799027,-7.120161
19.266365,-0.298837,-6.777479,-7.111033
19.299684,-0.302728,-6.821025,-7.087240
19.333005,-0.297939,-6.838084,-7.036810
19.366311,-0.279234,-6.804564,-7.070031
19.399623,-0.287464,-6.802170,-7.083798
19.433026,-0.287314,-6.780771,-7.068085
19.466337,-0.300633,-6.781070,-7.073472
19.499721,-0.333404,-6.750094,-7.010473
19.533003,-0.262324,-6.796932,-7.072575
19.566342,-0.306020,-6.787954,-7.095620
19.599671,-0.304074,-6.784811,-7.054617
19.633005,-0.352409,-6.721063,-7.072575
19.666380,-0.287015,-6.806061,-7.067786
19.699663,-0.237334,-6.862476,-7.114175
19.733011,-0.295096,-6.776730,-7.138866
19.766407,-0.300633,-6.790647,-7.124800
19.799633,-0.288063,-6.762514,-7.099810
19.833071,-0.307666,-6.779274,-7.092178
19.866362,-0.306469,-6.727797,-7.085743
