time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
15.106606,-0.014247,0.001372,0.001364
15.136598,-0.012970,0.030871,-0.036004
15.166589,-0.015932,0.025333,-0.039713
15.206578,0.030119,-0.002595,-0.014231
15.236569,0.018392,-0.017529,0.017732
15.266561,0.045815,-0.026136,0.036194
15.306550,-0.028625,-0.029137,0.035307
15.336541,-0.001918,-0.008426,0.015548
15.366533,-0.001448,-0.006715,-0.002841
15.406522,0.039263,-0.032531,-0.008420
15.436513,0.026097,-0.028770,-0.020044
15.466505,0.020499,-0.022781,-0.011457
15.506494,0.007089,-0.021326,0.002370
15.536486,0.001566,-0.012326,0.003630
15.566477,0.056298,-0.006028,0.011790
15.606466,0.040007,-0.023081,0.009429
15.636458,0.025863,-0.003888,0.017456
15.666449,0.014377,0.012539,0.023697
15.706438,0.011201,0.017009,0.023789
15.736430,0.030321,0.011896,0.015961
15.766422,0.054697,0.013027,-0.001485
15.806410,0.016091,0.027031,-0.024702
15.836402,-0.010362,0.024801,-0.007358
15.866394,0.001446,0.019725,-0.005093
15.906383,0.056744,0.012872,0.013232
15.936374,0.059362,-0.004624,0.011188
15.977615,-0.000761,0.027303,0.015642
16.017604,-0.036262,0.030726,0.026835
16.047596,-0.020149,0.012237,0.028036
16.077587,-0.017858,0.015454,0.033452
16.117576,0.004821,0.014531,0.031852
16.147568,-0.013958,-0.008364,0.014753
16.177559,-0.015387,0.013357,-0.005619
16.217548,0.029335,0.050925,-0.011418
16.247544,0.004514,0.017672,0.000457
16.277536,-0.026937,-0.004304,0.031780
16.317524,-0.022283,-0.003161,0.026742
16.347516,-0.021413,0.009239,0.015150
16.377508,-0.033645,0.006205,0.016119
16.417497,-0.022837,0.007004,0.014378
16.447488,0.000856,0.012670,0.007332
16.477480,0.002218,0.013822,0.008014
16.517469,-0.036013,0.017358,0.010144
16.537461,-0.017305,0.026466,0.012034
16.577450,-0.012249,0.025230,0.022024
16.607442,-0.003486,0.008689,0.035584
16.637434,-0.002593,0.004982,0.039404
16.677423,-0.015578,0.006385,0.019879
16.707414,0.018011,0.006883,0.007392
16.737406,0.039094,-0.000068,-0.011899
16.777395,0.047188,0.011872,-0.043318
16.807386,0.022483,0.024904,-0.045559
16.837378,0.005611,0.022092,-0.034500
16.877367,0.012475,0.028642,0.003258
16.907359,-0.030288,0.015444,0.027604
16.937350,-0.066594,0.009354,0.043426
16.977339,-0.053826,0.014798,0.062300
17.007331,-0.046998,0.014010,0.060501
17.037322,-0.024809,0.000463,0.050878
17.077311,0.012481,-0.003795,0.030452
17.107303,0.060273,0.006831,0.008685
17.137294,-0.005434,-0.004732,-0.013774
17.177283,0.001074,-0.011355,-0.034214
17.207275,-0.015475,-0.013534,-0.043015
17.237267,-0.008644,-0.020206,-0.032154
17.277251,-0.003154,-0.009120,-0.010890
17.307243,-0.007570,-0.015746,0.007004
17.337235,-0.026716,-0.024283,0.016892
17.377223,-0.012330,-0.008822,0.012321
17.407215,-0.029425,0.002055,-0.002720
17.437207,0.001313,0.017800,-0.004478
17.477196,-0.004460,0.009122,-0.016709
17.507187,0.040649,-0.017193,-0.013426
17.537179,0.065662,-0.021356,-0.011586
17.577168,0.061504,-0.017974,0.013985
17.607159,0.032788,-0.019393,0.025252
17.637151,0.014657,0.000831,0.016661
17.677140,0.012227,0.012965,0.008987
17.707132,0.009930,0.009826,0.016422
17.737123,0.014299,0.001712,0.020711
17.777112,-0.003434,0.004021,0.012484
17.807104,0.033297,-0.010262,0.006525
17.837095,0.027947,-0.004695,-0.005235
17.877084,0.044454,0.018550,-0.026551
17.907076,0.003024,0.022686,-0.026830
17.937067,-0.012780,0.022749,-0.006245
17.977056,-0.001276,0.002668,0.033685
18.007048,0.052668,-0.015056,0.056727
18.037040,0.048835,-0.018799,0.053228
18.077028,-0.021997,0.024389,0.022035
18.107020,-0.009421,0.034506,0.015409
18.137012,-0.041075,0.006622,0.007879
18.177000,-0.020287,-0.019329,0.000061
18.206992,0.041454,-0.022709,0.013934
18.236984,0.015173,-0.030001,0.022873
18.276973,-0.037990,-0.005579,0.022020
18.306964,-0.038535,0.019307,-0.015885
18.336956,0.012371,0.017128,-0.050633
18.376945,0.042248,0.016346,-0.050603
18.406936,0.037243,0.012866,-0.030913
18.436928,0.034116,0.009602,-0.002883
18.476917,-0.026339,0.008014,0.034200
18.506908,-0.003718,0.002475,0.042374
18.536900,0.020126,-0.002172,0.054351
18.576889,0.020274,0.002828,0.012392
18.606881,-0.005855,0.017200,-0.008423
18.636872,-0.026735,0.033375,-0.010765
18.676861,0.013750,0.021269,-0.023632
18.706853,0.060347,0.009097,-0.014503
18.736844,0.045239,-0.011857,0.004061
18.776833,0.024718,-0.002591,-0.008148
18.806825,0.039922,0.001032,-0.007604
18.836816,0.052429,-0.028630,0.009770
18.876805,0.068544,-0.040768,0.022262
18.906797,0.005607,-0.000316,0.026909
18.936788,-0.127161,0.040065,0.078191
18.976777,-0.076153,-0.017116,0.069250
19.006769,0.045206,-0.062087,-0.000516
19.036761,0.085228,-0.025246,-0.025816
19.076749,-0.016422,0.009916,-0.041966
19.106741,-0.060198,0.009683,-0.015576
19.136733,0.038929,-0.025209,0.013470
19.176722,0.083083,-0.066926,0.012074
19.206713,0.060704,-0.040480,-0.010935
19.236705,-0.005851,0.001005,-0.020406
19.276694,-0.027159,0.014378,-0.005711
19.306685,-0.017990,0.004313,0.005336
19.336677,-0.004418,-0.006793,0.027570
19.376666,-0.014437,-0.045151,0.025156
19.406657,-0.057104,-0.006748,0.022217
19.436649,-0.058734,0.014898,0.035128
19.476638,-0.002739,-0.008712,0.024255
19.506629,0.007834,-0.023140,0.011002
19.536621,0.013674,-0.026887,-0.001973
19.576610,-0.029083,-0.014156,0.002956
19.606601,-0.055235,-0.007902,0.001803
19.636593,-0.035481,-0.021238,-0.004650
19.676582,-0.010243,-0.011272,-0.002203
19.706574,0.040999,-0.018292,-0.004672
19.736565,-0.003590,-0.047970,-0.002083
19.776554,-0.013483,-0.022982,0.005439
19.806546,-0.024878,-0.005726,0.004241
19.836537,-0.037243,-0.024715,0.006862
19.876526,0.001230,-0.028149,-0.003453
19.906518,-0.028883,-0.028790,-0.005878
19.936509,-0.040272,-0.040024,-0.000197
19.976500,-0.026110,-0.028056,0.001725
20.016489,-0.022062,-0.021452,0.002842
20.046480,-0.025281,-0.041957,0.000732
20.076472,-0.031540,-0.030695,0.000463
20.116461,-0.006002,-0.018321,0.005094
20.146452,0.003371,-0.032374,0.010159
20.176444,0.009194,-0.016109,0.011781
20.216433,0.030890,0.008973,0.019494
20.246425,0.019106,-0.000382,0.017813
20.276417,-0.005727,-0.019055,0.012596
20.316406,0.002406,-0.002226,0.010382
20.346398,-0.016769,0.001541,0.015239
20.376389,-0.012227,-0.001497,0.008898
20.416378,-0.010211,0.007736,0.017719
20.446370,-0.018969,0.018217,0.012530
20.476361,-0.027980,-0.012334,0.018725
20.506352,-0.039015,-0.000546,0.011502
20.546341,-0.011257,0.020370,0.011893
20.576332,-0.006918,0.003235,0.009530
20.606324,-0.026201,0.004365,0.008729
20.646313,-0.000362,0.023785,0.009733
20.676304,0.000814,0.000446,0.005556
20.706296,-0.000629,-0.006195,0.007479
20.746285,-0.004729,0.025549,0.007154
20.776276,-0.001188,0.016507,0.009874
20.806268,-0.001866,-0.004049,0.008499
20.846257,-0.000114,0.003736,0.014314
20.876248,-0.008560,0.011484,0.014206
20.906240,-0.012161,0.005462,0.015115
20.946229,0.001233,-0.002476,0.018091
20.976221,0.006370,0.009878,0.006480
21.006212,-0.044358,0.012669,0.006741
21.046201,-0.019495,0.007166,0.008471
21.076193,-0.011545,0.021591,0.007049
21.106184,-0.005712,-0.004152,0.002658
21.146173,0.000725,-0.013346,0.007031
21.176165,-0.015923,0.005551,0.014063
21.206156,-0.014012,0.009734,0.011394
21.246145,0.020102,-0.021980,0.005452
21.276137,-0.013061,-0.001465,0.009380
21.306128,-0.030843,0.008257,0.014553
21.346117,-0.001626,-0.005495,0.007532
21.376109,0.000978,-0.006648,0.005583
21.406100,-0.004587,-0.001490,0.002333
21.446089,-0.016534,-0.009914,0.004646
21.476081,-0.006899,-0.008996,0.005494
21.506072,0.004571,-0.003918,0.001608
21.546061,0.016730,0.006830,0.005830
21.576053,0.018806,0.013986,0.000436
21.606045,-0.003326,0.011841,0.006445
21.646033,0.003219,-0.002690,0.008471
21.676025,-0.008922,-0.005983,0.011003
21.706017,0.004001,0.017814,0.008577
21.746005,-0.001252,0.001503,0.005663
21.775997,-0.007114,-0.010941,0.010482
21.805989,-0.000257,-0.000738,0.007666
21.845978,0.009255,0.002795,0.005270
21.875969,0.022149,0.003036,0.014059
21.905961,0.003427,-0.002110,0.012411
