Date_time,X,Y,Z,ts,Profile,Activity
2020-01-09 11:17:28.568,0.190048,-0.078262,-0.986176,1578568648,MG,stand
2020-01-09 11:17:28.671,0.14036600000000002,-0.068359,-0.998215,1578568648,MG,stand
2020-01-09 11:17:28.772,0.003952000000000001,-0.032806,-0.969467,1578568648,MG,stand
2020-01-09 11:17:28.872,-0.010345,0.084564,-0.947189,1578568648,MG,stand
2020-01-09 11:17:28.971,0.116348,-0.30398600000000003,-1.06752,1578568648,MG,stand
2020-01-09 11:17:29.071,-0.000671,-0.137405,-1.044846,1578568649,MG,stand
2020-01-09 11:17:29.172,0.06304900000000001,-0.173904,-0.7358399999999999,1578568649,MG,stand
2020-01-09 11:17:29.271,0.21077,-0.360046,-0.8243870000000001,1578568649,MG,stand
2020-01-09 11:17:29.371,0.191986,-0.28598,-0.646591,1578568649,MG,stand
2020-01-09 11:17:29.471,0.5614779999999999,0.138397,-0.424805,1578568649,MG,stand
2020-01-09 11:17:29.571,0.997681,0.281937,-0.559769,1578568649,MG,stand
2020-01-09 11:17:29.671,1.194824,0.484772,-0.537949,1578568649,MG,stand
2020-01-09 11:17:29.771,1.128098,0.463547,-0.031113,1578568649,MG,stand
2020-01-09 11:17:29.871,1.042465,0.415253,0.481384,1578568649,MG,stand
2020-01-09 11:17:29.971,0.602737,0.7160340000000001,0.02887,1578568649,MG,stand
2020-01-09 11:17:30.071,0.735657,0.777939,-0.113083,1578568650,MG,stand
2020-01-09 11:17:30.171,0.772568,0.719696,-0.002777,1578568650,MG,stand
2020-01-09 11:17:30.271,0.7591859999999999,0.648758,0.07547000000000001,1578568650,MG,stand
2020-01-09 11:17:30.371,0.76149,0.639984,0.089279,1578568650,MG,stand
2020-01-09 11:17:30.471,0.767105,0.68103,0.05011,1578568650,MG,stand
2020-01-09 11:17:30.571,0.7425229999999999,0.668137,0.068253,1578568650,MG,stand
2020-01-09 11:17:30.671,0.7377319999999999,0.662216,0.008681999999999999,1578568650,MG,stand
2020-01-09 11:17:30.771,0.716766,0.648071,0.043274,1578568650,MG,stand
2020-01-09 11:17:30.871,0.792175,0.633102,-0.003052,1578568650,MG,stand
2020-01-09 11:17:30.971,0.763641,0.6253810000000001,-0.002457,1578568650,MG,stand
2020-01-09 11:17:31.071,0.796555,0.638718,0.029755,1578568651,MG,stand
2020-01-09 11:17:31.171,0.743683,0.602646,0.049454000000000005,1578568651,MG,stand
2020-01-09 11:17:31.271,0.800293,0.688583,-0.040024,1578568651,MG,stand
2020-01-09 11:17:31.371,0.7173609999999999,0.681122,-0.001404,1578568651,MG,stand
2020-01-09 11:17:31.471,0.785049,0.6675260000000001,-0.005065999999999999,1578568651,MG,stand
2020-01-09 11:17:31.571,0.773285,0.605362,0.022079,1578568651,MG,stand
2020-01-09 11:17:31.671,0.7836609999999999,0.611191,-0.041092,1578568651,MG,stand
2020-01-09 11:17:31.771,0.767273,0.628433,0.017914,1578568651,MG,stand
2020-01-09 11:17:31.871,0.7775880000000001,0.649384,-0.017516999999999998,1578568651,MG,stand
2020-01-09 11:17:31.971,0.766464,0.6089939999999999,0.090927,1578568651,MG,stand
2020-01-09 11:17:32.071,0.787323,0.6152340000000001,0.053284000000000005,1578568652,MG,stand
2020-01-09 11:17:32.170,0.785629,0.6678310000000001,0.052719000000000016,1578568652,MG,stand
2020-01-09 11:17:32.271,0.743713,0.5894010000000001,0.012711,1578568652,MG,stand
2020-01-09 11:17:32.371,0.757202,0.6468659999999999,0.089874,1578568652,MG,stand
2020-01-09 11:17:32.470,0.815247,0.597809,0.022278,1578568652,MG,stand
2020-01-09 11:17:32.570,0.759888,0.583679,0.032379000000000005,1578568652,MG,stand
2020-01-09 11:17:32.670,0.839996,0.6522060000000001,0.076019,1578568652,MG,stand
2020-01-09 11:17:32.770,0.787048,0.593201,-0.006606999999999999,1578568652,MG,stand
2020-01-09 11:17:32.870,0.755264,0.679581,0.028748000000000006,1578568652,MG,stand
2020-01-09 11:17:32.970,0.793762,0.603485,0.06686399999999999,1578568652,MG,stand
2020-01-09 11:17:33.070,0.805099,0.5907140000000001,0.05896000000000001,1578568653,MG,stand
2020-01-09 11:17:33.170,0.776794,0.6062770000000001,0.03392,1578568653,MG,stand
2020-01-09 11:17:33.270,0.792877,0.61853,-0.008621,1578568653,MG,stand
2020-01-09 11:17:33.370,0.784393,0.615631,0.01442,1578568653,MG,stand
2020-01-09 11:17:33.470,0.771988,0.61908,0.042831,1578568653,MG,stand
2020-01-09 11:17:33.570,0.804291,0.606888,0.041626,1578568653,MG,stand
2020-01-09 11:17:33.670,0.8076479999999999,0.584824,0.057709,1578568653,MG,stand
2020-01-09 11:17:33.770,0.793427,0.595078,0.030396,1578568653,MG,stand
2020-01-09 11:17:33.870,0.793762,0.6111300000000001,-0.006606999999999999,1578568653,MG,stand
2020-01-09 11:17:33.970,0.771774,0.618576,0.014175,1578568653,MG,stand
