ts,Seconds,X,Y,Z,profile,Activity,
1/8/2020 17:09,0.099,-0.8805542,5.252243,7.453644,AR,laying,
1/8/2020 17:09,0.1,-0.39242554,5.1637115,7.2191467,AR,laying,
1/8/2020 17:09,0.1,-0.55274963,5.099106,8.913269,AR,laying,
1/8/2020 17:09,0.1,0.4283142,4.4291077,8.985046,AR,laying,
1/8/2020 17:09,0.101,0.17228699,5.345566,8.492126,AR,laying,
1/8/2020 17:09,0.099,0.38523865,5.0153503,8.6237335,AR,laying,
1/8/2020 17:09,0.1,-0.7298126,6.0442657,7.606781,AR,laying,
1/8/2020 17:09,0.1,0.107681274,5.414963,8.044662,AR,laying,
1/8/2020 17:09,0.1,0.35414124,5.4269257,7.800598,AR,laying,
1/8/2020 17:09,0.101,-0.119644165,5.8336945,7.9369965,AR,laying,
1/8/2020 17:09,0.099,-0.100494385,5.65184,7.939392,AR,laying,
1/8/2020 17:09,0.1,-0.011962891,5.6446686,8.097305,AR,laying,
1/8/2020 17:09,0.1,0.21774292,5.64946,7.544571,AR,laying,
1/8/2020 17:09,0.1,-0.1531372,5.5369873,8.767303,AR,laying,
1/8/2020 17:09,0.1,-0.12921143,5.7475586,8.042282,AR,laying,
1/8/2020 17:09,0.1,0.32781982,5.4317017,8.233704,AR,laying,
1/8/2020 17:09,0.101,0.2033844,5.577667,8.051849,AR,laying,
1/8/2020 17:09,0.099,0.1651001,5.5537415,8.262421,AR,laying,
1/8/2020 17:09,0.1,0.093322754,5.580063,8.092529,AR,laying,
1/8/2020 17:09,0.1,0.00239563,5.4723816,7.9872437,AR,laying,
1/8/2020 17:09,0.1,0.32063293,5.6398773,7.7814636,AR,laying,
1/8/2020 17:09,0.1,-0.39720154,5.4101715,8.963516,AR,laying,
1/8/2020 17:09,0.101,0.3637085,5.654236,7.5182495,AR,laying,
1/8/2020 17:09,0.099,-0.00479126,5.50589,8.360519,AR,laying,
1/8/2020 17:09,0.1,-0.0765686,5.5250244,8.231308,AR,laying,
1/8/2020 17:09,0.1,0.119644165,5.5944214,8.145172,AR,laying,
1/8/2020 17:09,0.1,0.062210083,5.4508514,8.099701,AR,laying,
1/8/2020 17:09,0.1,0.27038574,5.5920258,7.755142,AR,laying,
1/8/2020 17:09,0.1,0.014358521,5.3862457,8.482559,AR,laying,
1/8/2020 17:09,0.101,0.17468262,5.572891,8.137985,AR,laying,
1/8/2020 17:09,0.099,0.33259583,5.5250244,8.190628,AR,laying,
1/8/2020 17:09,0.1,0.062210083,5.4508514,8.298309,AR,laying,
1/8/2020 17:09,0.1,0.25125122,5.5202484,7.807785,AR,laying,
1/8/2020 17:09,0.1,0.0765686,5.4604187,8.307877,AR,laying,
1/8/2020 17:09,0.1,0.17228699,5.44606,8.013565,AR,laying,
1/8/2020 17:09,0.1,0.1651001,5.601593,7.771881,AR,laying,
1/8/2020 17:09,0.101,-0.12921143,5.374283,8.671585,AR,laying,
1/8/2020 17:09,0.099,0.1986084,5.5537415,7.996811,AR,laying,
1/8/2020 17:09,0.1,0.107681274,5.42453,7.544571,AR,laying,
1/8/2020 17:09,0.101,-0.19621277,5.52742,8.283951,AR,laying,
1/8/2020 17:09,0.099,0.100494385,5.4963074,7.968094,AR,laying,
1/8/2020 17:09,0.1,0.090927124,5.48674,8.228912,AR,laying,
1/8/2020 17:09,0.1,-0.090927124,5.4317017,8.738586,AR,laying,
1/8/2020 17:09,0.101,0.28953552,5.4795685,7.6713867,AR,laying,
1/8/2020 17:09,0.1,0.011962891,5.4628143,8.116455,AR,laying,
1/8/2020 17:09,0.1,0.14596558,5.539383,8.190628,AR,laying,
1/8/2020 17:09,0.1,0.06939697,5.3886414,8.2456665,AR,laying,
1/8/2020 17:09,0.099,0.1531372,5.572891,8.173889,AR,laying,
1/8/2020 17:09,0.1,0.17228699,5.481964,8.212173,AR,laying,
1/8/2020 17:09,0.101,0.15553284,5.601593,8.327026,AR,laying,
1/8/2020 17:09,0.099,-0.007171631,5.3599243,8.195419,AR,laying,
1/8/2020 17:09,0.1,0.21534729,5.556137,7.759918,AR,laying,
1/8/2020 17:09,0.101,-0.090927124,5.42453,8.252853,AR,laying,
1/8/2020 17:09,0.1,-0.035888672,5.5681,7.8747864,AR,laying,
1/8/2020 17:09,0.099,0.026321411,5.44606,8.051849,AR,laying,
1/8/2020 17:09,0.1,-0.00239563,5.469986,8.310272,AR,laying,
1/8/2020 17:09,0.1,0.1603241,5.498703,8.147568,AR,laying,
1/8/2020 17:09,0.1,0.14356995,5.4508514,8.114059,AR,laying,
1/8/2020 17:09,0.1,0.13639832,5.4101715,8.209778,AR,laying,
1/8/2020 17:09,0.101,-0.24406433,5.5322113,8.606979,AR,laying,
1/8/2020 17:09,0.1,0.15792847,5.4604187,8.051849,AR,laying,
1/8/2020 17:09,0.099,0.06700134,5.5250244,8.394028,AR,laying,
1/8/2020 17:09,0.102,-0.028717041,5.448456,8.3198395,AR,laying,
1/8/2020 17:09,0.098,0.25125122,5.4723816,8.159531,AR,laying,
1/8/2020 17:09,0.1,0.13639832,5.4556427,8.181061,AR,laying,
1/8/2020 17:09,0.101,0.105285645,5.4915314,8.159531,AR,laying,
1/8/2020 17:09,0.099,0.07896423,5.4604187,8.216949,AR,laying,
1/8/2020 17:09,0.1,0.110076904,5.458023,8.257629,AR,laying,
1/8/2020 17:09,0.1,0.08135986,5.481964,8.336594,AR,laying,
1/8/2020 17:09,0.1,0.009567261,5.4388885,8.221741,AR,laying,
1/8/2020 17:09,0.101,0.107681274,5.477173,8.111664,AR,laying,
1/8/2020 17:09,0.099,0.00479126,5.4006042,8.219345,AR,laying,
1/8/2020 17:09,0.1,0.055038452,5.572891,8.219345,AR,laying,
1/8/2020 17:09,0.1,-0.00239563,5.48674,8.106888,AR,laying,
1/8/2020 17:09,0.1,-0.021530151,5.3599243,8.152344,AR,laying,
1/8/2020 17:09,0.1,0.22970581,5.6351013,8.059021,AR,laying,
1/8/2020 17:09,0.1,0.009567261,5.6231384,8.137985,AR,laying,
1/8/2020 17:09,0.101,-0.110076904,5.469986,8.250458,AR,laying,
1/8/2020 17:09,0.099,0.14596558,5.54657,7.980057,AR,laying,
1/8/2020 17:09,0.1,0.29670715,5.2953186,8.463409,AR,laying,
1/8/2020 17:09,0.1,0.1531372,5.4269257,8.209778,AR,laying,
1/8/2020 17:09,0.1,0.2368927,5.3599243,8.312668,AR,laying,
1/8/2020 17:09,0.1,0.14117432,5.3694916,8.267197,AR,laying,
1/8/2020 17:09,0.101,0.13639832,5.4221344,8.159531,AR,laying,
1/8/2020 17:09,0.099,0.3134613,5.4891357,8.413162,AR,laying,
1/8/2020 17:09,0.1,-0.6269226,5.797806,7.5373993,AR,laying,
1/8/2020 17:09,0.1,-1.0289154,5.7690887,8.602203,AR,laying,
1/8/2020 17:09,0.1,-0.5766754,5.637497,7.9657135,AR,laying,
1/8/2020 17:09,0.101,-0.1986084,5.498703,8.573486,AR,laying,
1/8/2020 17:09,0.099,0.06460571,5.2833557,8.293518,AR,laying,
1/8/2020 17:09,0.1,0.22732544,5.3527374,8.283951,AR,laying,
1/8/2020 17:09,0.1,0.36849976,5.469986,8.054245,AR,laying,
1/8/2020 17:09,0.101,0.1531372,5.7260284,8.353348,AR,laying,
1/8/2020 17:09,0.099,0.35414124,5.6039886,8.047058,AR,laying,
1/8/2020 17:09,0.1,0.28953552,5.67099,7.9896393,AR,laying,
1/8/2020 17:09,0.1,0.2871399,5.620743,7.9369965,AR,laying,
1/8/2020 17:09,0.1,0.25842285,5.6446686,8.070984,AR,laying,
1/8/2020 17:09,0.101,0.32063293,5.6039886,7.9872437,AR,laying,
1/8/2020 17:09,0.099,0.22492981,5.60878,8.190628,AR,laying,
1/8/2020 17:09,0.1,0.28953552,5.642273,8.193024,AR,laying,
1/8/2020 17:09,0.1,0.31585693,5.6614227,8.109283,AR,laying,
1/8/2020 17:09,0.101,0.2871399,5.618347,8.17627,AR,laying,
1/8/2020 17:09,0.099,0.29431152,5.659027,8.133209,AR,laying,
1/8/2020 17:09,0.1,0.119644165,5.8624115,7.903488,AR,laying,
1/8/2020 17:09,0.1,0.23449707,5.6733856,7.975281,AR,laying,
1/8/2020 17:09,0.1,0.5623169,5.379059,8.207382,AR,laying,
1/8/2020 17:09,0.101,0.23449707,5.682953,8.049454,AR,laying,
1/8/2020 17:09,0.099,0.24406433,5.6757812,7.9824524,AR,laying,
1/8/2020 17:09,0.1,0.52163696,5.403,8.322235,AR,laying,
1/8/2020 17:10,0.101,0.33499146,5.6973114,8.090134,AR,laying,
1/8/2020 17:10,0.099,0.22253418,5.682953,8.054245,AR,laying,
1/8/2020 17:10,0.1,0.22970581,5.6853485,8.059021,AR,laying,
1/8/2020 17:10,0.1,0.275177,5.6853485,8.023132,AR,laying,
1/8/2020 17:10,0.1,0.26560974,5.659027,7.9872437,AR,laying,
1/8/2020 17:10,0.101,0.1986084,5.69252,8.008774,AR,laying,
1/8/2020 17:10,0.099,0.21296692,5.699707,8.159531,AR,laying,
1/8/2020 17:10,0.1,0.17706299,5.687744,8.145172,AR,laying,
1/8/2020 17:10,0.1,0.25842285,5.694916,8.011169,AR,laying,
1/8/2020 17:10,0.101,0.275177,5.682953,8.042282,AR,laying,
1/8/2020 17:10,0.1,0.30867004,5.7092743,7.9585266,AR,laying,
1/8/2020 17:10,0.099,0.20578003,5.6973114,8.126022,AR,laying,
1/8/2020 17:10,0.1,0.2632141,5.6685944,8.152344,AR,laying,
